# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
787.1295645;-252.2523023;92.2205947;2.9601244;0.0445431;12.7238255;-2.5904412
787.1795632;-252.2612960;92.1714132;2.9623495;0.0446975;12.7117922;-2.5725822
787.2295619;-252.2701801;92.1222118;2.9645822;0.0448526;12.6997589;-2.5547232
787.2795606;-252.2789541;92.0729907;2.9668227;0.0450084;12.6877256;-2.5368642
787.3295593;-252.2876177;92.0237499;2.9690709;0.0451649;12.6756923;-2.5190051
787.3795580;-252.2961705;91.9744896;2.9713268;0.0453221;12.6636590;-2.5011461
787.4295567;-252.3046119;91.9252100;2.9735905;0.0454800;12.6516257;-2.4832871
787.4795554;-252.3129417;91.8759113;2.9758618;0.0456386;12.6395923;-2.4654281
787.5295541;-252.3211593;91.8265936;2.9781405;0.0457979;12.6275590;-2.4475691
787.5795528;-252.3292644;91.7772570;2.9804270;0.0459578;12.6155257;-2.4297100
787.6295515;-252.3372565;91.7279018;2.9827212;0.0461184;12.6034924;-2.4118510
787.6795502;-252.3451353;91.6785280;2.9850233;0.0462797;12.5914591;-2.3939920
787.7295489;-252.3529002;91.6291358;2.9873332;0.0464418;12.5794258;-2.3761330
787.7795476;-252.3605509;91.5797254;2.9896511;0.0466045;12.5690562;-2.3551943
787.8295463;-252.3680870;91.5302970;2.9919768;0.0467679;12.5594864;-2.3327749
787.8795450;-252.3755080;91.4808506;2.9943106;0.0469320;12.5499166;-2.3103554
787.9295437;-252.3828136;91.4313865;2.9966523;0.0470967;12.5403469;-2.2879360
787.9795424;-252.3900032;91.3819048;2.9990020;0.0472622;12.5307771;-2.2655165
788.0295411;-252.3970765;91.3324057;3.0013599;0.0474283;12.5212074;-2.2430971
788.0795398;-252.4040331;91.2828892;3.0037258;0.0475951;12.5116376;-2.2206776
788.1295385;-252.4108725;91.2333557;3.0061000;0.0477625;12.5020678;-2.1982582
788.1795372;-252.4175944;91.1838051;3.0084823;0.0479306;12.4924981;-2.1758387
788.2295359;-252.4241983;91.1342377;3.0108728;0.0480993;12.4829283;-2.1534193
788.2795346;-252.4306837;91.0846537;3.0132716;0.0482687;12.4733586;-2.1309998
788.3295333;-252.4370503;91.0350532;3.0156787;0.0484387;12.4637888;-2.1085804
788.3795320;-252.4432977;90.9854363;3.0180942;0.0486093;12.4542191;-2.0861609
788.4295307;-252.4494254;90.9358032;3.0205181;0.0487805;12.4446493;-2.0637415
788.4795294;-252.4554330;90.8861541;3.0229504;0.0489523;12.4350795;-2.0413220
788.5295281;-252.4613181;90.8365062;3.0253912;0.0491247;12.4255098;-2.0189026
788.5795268;-252.4670821;90.7868439;3.0278406;0.0492976;12.4159400;-1.9964832
788.6295255;-252.4727247;90.7371665;3.0302985;0.0494709;12.4063703;-1.9740637
788.6795242;-252.4782454;90.6874742;3.0327650;0.0496447;12.3968005;-1.9516443
788.7295229;-252.4836436;90.6377675;3.0352403;0.0498187;12.3872307;-1.9292248
788.7795216;-252.4889190;90.5880467;3.0377242;0.0499931;12.3776610;-1.9068054
788.8295203;-252.4940709;90.5383121;3.0402170;0.0501676;12.3680912;-1.8843859
788.8795190;-252.4990989;90.4885641;3.0427185;0.0503423;12.3585215;-1.8619665
